Year,CountryOfNationality,TotalStudy
2012 Q3,Brazil,"1,109"
2012 Q3,British overseas citizens,6
2012 Q3,Brunei,802
2012 Q3,Bulgaria,0
2012 Q3,Burkina,2
2012 Q3,Burma,116
2012 Q3,Burundi,4
2012 Q3,Cambodia,28
2012 Q3,Cameroon,178
2012 Q3,Canada,"3,011"
2012 Q3,Cape Verde,0
2012 Q3,Cayman Islands (British),0
2012 Q3,Central African Republic,1
2012 Q3,Chad,0
2012 Q3,Chile,314
2012 Q3,China,"36,552"
2012 Q3,Christmas Island,0
2012 Q3,Cocos (Keeling) Islands,0
2012 Q3,Colombia,505
2012 Q3,Comoros,1
2012 Q3,Congo,5
2012 Q3,Congo (Democratic Republic),10
2012 Q3,Cook Islands,0
2012 Q3,Costa Rica,30
2012 Q3,Croatia,91
2012 Q3,Cuba,3
2012 Q3,Curacao,0
2012 Q3,Cyprus,1
2012 Q3,Cyprus (Northern part of),0
2012 Q3,Czech Republic,0
2012 Q3,Denmark,0
2012 Q3,Djibouti,0
2012 Q3,Dominica,3
2012 Q3,Dominican Republic,6
2012 Q3,East Timor,2
2012 Q3,Ecuador,87
2012 Q3,Egypt,536
2012 Q3,El Salvador,7
2012 Q3,Equatorial Guinea,2
2012 Q3,Eritrea,3
2012 Q3,Estonia,0
2012 Q3,Ethiopia,52
2012 Q3,Falkland Islands (British),0
2012 Q3,Faroe Islands,0
2012 Q3,Fiji,4
2012 Q3,Finland,0
2012 Q3,Former Yugoslavia,0
2012 Q3,France,0
2012 Q3,French Guiana,0
2012 Q3,French Polynesia,0
2012 Q3,Gabon,7
2012 Q3,"Gambia, The",59
2012 Q3,Georgia,141
2012 Q3,Germany,0
2012 Q3,Ghana,653
2012 Q3,Gibraltar (British),0
2012 Q3,Greece,0
2012 Q3,Greenland,0
2012 Q3,Grenada,14
2012 Q3,Guadeloupe,0
2012 Q3,Guam,0
2012 Q3,Guatemala,8
2012 Q3,Guinea,4
2012 Q3,Guinea-Bissau,1
2012 Q3,Guyana,16
2012 Q3,Haiti,1
2012 Q3,Heard Island and McDonald Islands,0
2012 Q3,Honduras,10
2012 Q3,Hong Kong,"7,473"
2012 Q3,Hungary,0
2012 Q3,Iceland,0
2012 Q3,India,"9,829"
2012 Q3,Indonesia,"1,084"
2012 Q3,Iran,645
2012 Q3,Iraq,830
2012 Q3,Ireland,0
2012 Q3,Israel,163
2012 Q3,Italy,0
2012 Q3,Ivory Coast,11
2012 Q3,Jamaica,65
2012 Q3,Japan,"1,850"
2012 Q3,Jordan,555
2012 Q3,Kazakhstan,"1,164"
2012 Q3,Kenya,576
2012 Q3,Kiribati,0
2012 Q3,Korea (North),1
2012 Q3,Korea (South),"2,921"
2012 Q3,Kosovo,20
2012 Q3,Kuwait,"1,004"
2012 Q3,Kyrgyzstan,49
2012 Q3,Laos,12
2012 Q3,Latvia,0
2012 Q3,Lebanon,267
2012 Q3,Lesotho,6
2012 Q3,Liberia,22
2012 Q3,Libya,819
2012 Q3,Liechtenstein,0
2012 Q3,Lithuania,0
2012 Q3,Luxembourg,0
2012 Q3,Macau,141
2012 Q3,Macedonia,39
2012 Q3,Madagascar,8
2012 Q3,Malawi,80
2012 Q3,Malaysia,"6,346"
2012 Q3,Maldives,51
2012 Q3,Mali,5
2012 Q3,Malta,0
2012 Q3,Marshall Islands,0
2012 Q3,Martinique,0
2012 Q3,Mauritania,7
2012 Q3,Mauritius,418
2012 Q3,Mayotte,0
2012 Q3,Mexico,805
2012 Q3,Micronesia,0
2012 Q3,Moldova,33
2012 Q3,Monaco,6
2012 Q3,Mongolia,67
2012 Q3,Montenegro,37
2012 Q3,Montserrat (British),0
2012 Q3,Morocco,259
2012 Q3,Mozambique,25
2012 Q3,Namibia,35
2012 Q3,Nauru,0
2012 Q3,Nepal,296
2012 Q3,Netherlands,0
2012 Q3,Netherlands Antilles,0
2012 Q3,New Caledonia,0
2012 Q3,New Zealand,153
2012 Q3,Nicaragua,3
2012 Q3,Niger,4
2012 Q3,Nigeria,"5,568"
2012 Q3,Niue,0
2012 Q3,Norfolk Island,0
2012 Q3,Northern Mariana Islands,0
2012 Q3,Norway,0
2012 Q3,Occupied Palestinian Territories,155
2012 Q3,Oman,"1,035"
2012 Q3,Other and unknown,30
2012 Q3,Pakistan,"4,304"
2012 Q3,Palau,0
2012 Q3,Panama,25
2012 Q3,Papua New Guinea,6
2012 Q3,Paraguay,4
2012 Q3,Peru,103
2012 Q3,Philippines,174
2012 Q3,Pitcairn Islands (British),0
2012 Q3,Poland,0
2012 Q3,Portugal,0
2012 Q3,Puerto Rico,0
2012 Q3,Qatar,980
2012 Q3,Refugee,6
2012 Q3,Reunion,0
2012 Q3,Romania,0
2012 Q3,Russia,"3,404"
2012 Q3,Rwanda,52
2012 Q3,Samoa,2
2012 Q3,San Marino,0
2012 Q3,Sao Tome and Principe,0
2012 Q3,Saudi Arabia,"5,119"
2012 Q3,Senegal,20
2012 Q3,Serbia,139
2012 Q3,Serbia and Montenegro,0
2012 Q3,Seychelles,36
2012 Q3,Sierra Leone,30
2012 Q3,Singapore,"2,294"
2012 Q3,Slovakia,0
2012 Q3,Slovenia,0
2012 Q3,Solomon Islands,1
2012 Q3,Somalia,3
2012 Q3,South Africa,306
2012 Q3,South Georgia and South Sandwich Islands,0
2012 Q3,Spain,0
2012 Q3,Sri Lanka,654
2012 Q3,St. Helena (British),0
2012 Q3,St. Kitts and Nevis,14
2012 Q3,St. Lucia,20
2012 Q3,St. Maarten (Dutch Part),0
2012 Q3,St. Martin (French Part),0
2012 Q3,St. Pierre and Miquelon,0
2012 Q3,St. Vincent and the Grenadines,26
2012 Q3,Stateless,0
2012 Q3,Sudan,108
2012 Q3,Sudan (South),0
2012 Q3,Surinam,1
2012 Q3,Svalbard and Jan Mayen,0
2012 Q3,Swaziland,14
2012 Q3,Sweden,0
2012 Q3,Switzerland,0
2012 Q3,Syria,128
2012 Q3,Taiwan,"1,916"
2012 Q3,Tajikistan,24
2012 Q3,Tanzania,217
2012 Q3,Thailand,"2,667"
2012 Q3,Togo,5
2012 Q3,Tokelau,0
2012 Q3,Tonga,2
2012 Q3,Trinidad and Tobago,220
2012 Q3,Tunisia,53
2012 Q3,Turkey,"1,662"
2012 Q3,Turkmenistan,49
2012 Q3,Turks and Caicos Islands (British),0
2012 Q3,Tuvalu,0
2012 Q3,Uganda,220
2012 Q3,Ukraine,743
2012 Q3,United Arab Emirates,496
2012 Q3,United States,"9,652"
2012 Q3,Uruguay,13
2012 Q3,Uzbekistan,60
2012 Q3,Vanuatu,0
2012 Q3,Vatican City,0
2012 Q3,Venezuela,103
2012 Q3,Vietnam,"2,087"
2012 Q3,Virgin Islands (British),0
2012 Q3,Virgin Islands (US),0
2012 Q3,Wallis and Futuna,0
2012 Q3,Western Sahara,0
2012 Q3,Yemen,62
2012 Q3,Zambia,156
2012 Q3,Zimbabwe,212
2012 Q4,Afghanistan,28
2012 Q4,Albania,42
2012 Q4,Algeria,27
2012 Q4,American Samoa,0
2012 Q4,Andorra,2
2012 Q4,Angola,59
2012 Q4,Anguilla (British),0
2012 Q4,Antigua and Barbuda,0
2012 Q4,Argentina,16
2012 Q4,Armenia,26
2012 Q4,Aruba,0
2012 Q4,Australia,176
2012 Q4,Austria,0
2012 Q4,Azerbaijan,105
2012 Q4,"Bahamas, The",8
2012 Q4,Bahrain,76
2012 Q4,Bangladesh,569
2012 Q4,Barbados,23
2012 Q4,Belarus,15
2012 Q4,Belgium,0
2012 Q4,Belize,2
2012 Q4,Benin,3
2012 Q4,Bermuda (British),0
2012 Q4,Bhutan,3
2012 Q4,Bolivia,3
2012 Q4,"Bonaire, Sint Eustatius and Saba",0
2012 Q4,Bosnia and Herzegovina,3
2012 Q4,Botswana,22
2012 Q4,Brazil,388
2012 Q4,British overseas citizens,1
2012 Q4,Brunei,208
2012 Q4,Bulgaria,0
2012 Q4,Burkina,2
2012 Q4,Burma,37
2012 Q4,Burundi,2
2012 Q4,Cambodia,1
2012 Q4,Cameroon,103
2012 Q4,Canada,208
2012 Q4,Cape Verde,0
2012 Q4,Cayman Islands (British),0
2012 Q4,Central African Republic,0
2012 Q4,Chad,1
2012 Q4,Chile,53
2012 Q4,China,"2,233"
2012 Q4,Christmas Island,0
2012 Q4,Cocos (Keeling) Islands,0
2012 Q4,Colombia,154
2012 Q4,Comoros,0
2012 Q4,Congo,3
2012 Q4,Congo (Democratic Republic),6
2012 Q4,Cook Islands,0
2012 Q4,Costa Rica,2
2012 Q4,Croatia,8
2012 Q4,Cuba,2
2012 Q4,Curacao,0
2012 Q4,Cyprus,0
2012 Q4,Cyprus (Northern part of),0
2012 Q4,Czech Republic,0
2012 Q4,Denmark,0
2012 Q4,Djibouti,2
2012 Q4,Dominica,0
2012 Q4,Dominican Republic,1
2012 Q4,East Timor,0
2012 Q4,Ecuador,17
2012 Q4,Egypt,130
2012 Q4,El Salvador,1
2012 Q4,Equatorial Guinea,0
2012 Q4,Eritrea,0
2012 Q4,Estonia,0
2012 Q4,Ethiopia,36
2012 Q4,Falkland Islands (British),0
2012 Q4,Faroe Islands,0
2012 Q4,Fiji,0
2012 Q4,Finland,0
2012 Q4,Former Yugoslavia,0
2012 Q4,France,0
2012 Q4,French Guiana,0
2012 Q4,French Polynesia,0
2012 Q4,Gabon,3
2012 Q4,"Gambia, The",26
2012 Q4,Georgia,24
2012 Q4,Germany,0
2012 Q4,Ghana,277
2012 Q4,Gibraltar (British),0
2012 Q4,Greece,0
2012 Q4,Greenland,0
2012 Q4,Grenada,0
2012 Q4,Guadeloupe,0
2012 Q4,Guam,0
2012 Q4,Guatemala,2
2012 Q4,Guinea,3
2012 Q4,Guinea-Bissau,0
2012 Q4,Guyana,2
2012 Q4,Haiti,0
2012 Q4,Heard Island and McDonald Islands,0
2012 Q4,Honduras,5
2012 Q4,Hong Kong,504
2012 Q4,Hungary,0
2012 Q4,Iceland,0
2012 Q4,India,"2,063"
2012 Q4,Indonesia,188
2012 Q4,Iran,205
2012 Q4,Iraq,638
2012 Q4,Ireland,0
2012 Q4,Israel,30
2012 Q4,Italy,0
2012 Q4,Ivory Coast,8
2012 Q4,Jamaica,10
2012 Q4,Japan,220
2012 Q4,Jordan,159
2012 Q4,Kazakhstan,278
2012 Q4,Kenya,163
2012 Q4,Kiribati,0
2012 Q4,Korea (North),0
2012 Q4,Korea (South),382
2012 Q4,Kosovo,12
2012 Q4,Kuwait,233
2012 Q4,Kyrgyzstan,19
2012 Q4,Laos,1
2012 Q4,Latvia,0
2012 Q4,Lebanon,48
2012 Q4,Lesotho,0
2012 Q4,Liberia,2
2012 Q4,Libya,454
2012 Q4,Liechtenstein,0
2012 Q4,Lithuania,0
2012 Q4,Luxembourg,0
2012 Q4,Macau,15
2012 Q4,Macedonia,3
2012 Q4,Madagascar,4
2012 Q4,Malawi,20
2012 Q4,Malaysia,870
2012 Q4,Maldives,12
2012 Q4,Mali,3
2012 Q4,Malta,0
2012 Q4,Marshall Islands,0
2012 Q4,Martinique,0
2012 Q4,Mauritania,5
2012 Q4,Mauritius,42
2012 Q4,Mayotte,0
2012 Q4,Mexico,166
2012 Q4,Micronesia,0
2012 Q4,Moldova,4
2012 Q4,Monaco,2
2012 Q4,Mongolia,20
2012 Q4,Montenegro,2
2012 Q4,Montserrat (British),0
2012 Q4,Morocco,66
2012 Q4,Mozambique,3
2012 Q4,Namibia,4
2012 Q4,Nauru,0
2012 Q4,Nepal,94
2012 Q4,Netherlands,0
2012 Q4,Netherlands Antilles,0
2012 Q4,New Caledonia,0
2012 Q4,New Zealand,19
2012 Q4,Nicaragua,0
2012 Q4,Niger,2
2012 Q4,Nigeria,"2,475"
2012 Q4,Niue,0
2012 Q4,Norfolk Island,0
2012 Q4,Northern Mariana Islands,0
2012 Q4,Norway,0
2012 Q4,Occupied Palestinian Territories,22
2012 Q4,Oman,355
2012 Q4,Other and unknown,3
2012 Q4,Pakistan,"1,318"
2012 Q4,Palau,0
2012 Q4,Panama,3
2012 Q4,Papua New Guinea,0
2012 Q4,Paraguay,0
2012 Q4,Peru,13
2012 Q4,Philippines,35
2012 Q4,Pitcairn Islands (British),0
2012 Q4,Poland,0
2012 Q4,Portugal,0
2012 Q4,Puerto Rico,0
2012 Q4,Qatar,220
2012 Q4,Refugee,2
2012 Q4,Reunion,0
2012 Q4,Romania,0
2012 Q4,Russia,387
2012 Q4,Rwanda,19
2012 Q4,Samoa,0
2012 Q4,San Marino,0
2012 Q4,Sao Tome and Principe,0
2012 Q4,Saudi Arabia,"1,810"
2012 Q4,Senegal,8
2012 Q4,Serbia,29
2012 Q4,Serbia and Montenegro,0
2012 Q4,Seychelles,4
2012 Q4,Sierra Leone,7
2012 Q4,Singapore,202
2012 Q4,Slovakia,0
2012 Q4,Slovenia,0
2012 Q4,Solomon Islands,2
2012 Q4,Somalia,5
2012 Q4,South Africa,52
2012 Q4,South Georgia and South Sandwich Islands,0
2012 Q4,Spain,0
2012 Q4,Sri Lanka,211
2012 Q4,St. Helena (British),0
2012 Q4,St. Kitts and Nevis,2
2012 Q4,St. Lucia,4
2012 Q4,St. Maarten (Dutch Part),0
2012 Q4,St. Martin (French Part),0
2012 Q4,St. Pierre and Miquelon,0
2012 Q4,St. Vincent and the Grenadines,0
2012 Q4,Stateless,0
2012 Q4,Sudan,38
2012 Q4,Sudan (South),0
2012 Q4,Surinam,0
2012 Q4,Svalbard and Jan Mayen,0
2012 Q4,Swaziland,4
2012 Q4,Sweden,0
2012 Q4,Switzerland,0
2012 Q4,Syria,37
2012 Q4,Taiwan,186
2012 Q4,Tajikistan,11
2012 Q4,Tanzania,72
2012 Q4,Thailand,448
2012 Q4,Togo,3
2012 Q4,Tokelau,0
2012 Q4,Tonga,0
2012 Q4,Trinidad and Tobago,23
2012 Q4,Tunisia,11
2012 Q4,Turkey,305
2012 Q4,Turkmenistan,17
2012 Q4,Turks and Caicos Islands (British),0
2012 Q4,Tuvalu,0
2012 Q4,Uganda,75
2012 Q4,Ukraine,173
2012 Q4,United Arab Emirates,164
2012 Q4,United States,"1,846"
2012 Q4,Uruguay,3
2012 Q4,Uzbekistan,42
2012 Q4,Vanuatu,0
2012 Q4,Vatican City,0
2012 Q4,Venezuela,20
2012 Q4,Vietnam,306
2012 Q4,Virgin Islands (British),0
2012 Q4,Virgin Islands (US),0
2012 Q4,Wallis and Futuna,0
2012 Q4,Western Sahara,0
2012 Q4,Yemen,33
2012 Q4,Zambia,44
2012 Q4,Zimbabwe,24
2013 Q1,Afghanistan,29
2013 Q1,Albania,29
2013 Q1,Algeria,46
2013 Q1,American Samoa,0
2013 Q1,Andorra,1
2013 Q1,Angola,41
2013 Q1,Anguilla (British),0
2013 Q1,Antigua and Barbuda,0
2013 Q1,Argentina,5
2013 Q1,Armenia,9
2013 Q1,Aruba,0
2013 Q1,Australia,43
2013 Q1,Austria,0
2013 Q1,Azerbaijan,27
2013 Q1,"Bahamas, The",1
2013 Q1,Bahrain,43
2013 Q1,Bangladesh,389
2013 Q1,Barbados,7
2013 Q1,Belarus,11
2013 Q1,Belgium,0
2013 Q1,Belize,1
2013 Q1,Benin,2
2013 Q1,Bermuda (British),0
2013 Q1,Bhutan,1
2013 Q1,Bolivia,0
2013 Q1,"Bonaire, Sint Eustatius and Saba",0
2013 Q1,Bosnia and Herzegovina,5
2013 Q1,Botswana,26
2013 Q1,Brazil,396
2013 Q1,British overseas citizens,0
2013 Q1,Brunei,33
2013 Q1,Bulgaria,0
2013 Q1,Burkina,1
2013 Q1,Burma,30
2013 Q1,Burundi,0
2013 Q1,Cambodia,9
2013 Q1,Cameroon,133
2013 Q1,Canada,114
2013 Q1,Cape Verde,0
2013 Q1,Cayman Islands (British),0
2013 Q1,Central African Republic,0
2013 Q1,Chad,1
2013 Q1,Chile,58
2013 Q1,China,"2,638"
2013 Q1,Christmas Island,0
2013 Q1,Cocos (Keeling) Islands,0
2013 Q1,Colombia,121
2013 Q1,Comoros,0
2013 Q1,Congo,1
2013 Q1,Congo (Democratic Republic),6
2013 Q1,Cook Islands,0
2013 Q1,Costa Rica,1
2013 Q1,Croatia,6
2013 Q1,Cuba,0
2013 Q1,Curacao,0
2013 Q1,Cyprus,0
2013 Q1,Cyprus (Northern part of),0
2013 Q1,Czech Republic,0
2013 Q1,Denmark,0
2013 Q1,Djibouti,1
2013 Q1,Dominica,1
2013 Q1,Dominican Republic,3
2013 Q1,East Timor,0
2013 Q1,Ecuador,4
2013 Q1,Egypt,156
2013 Q1,El Salvador,2
2013 Q1,Equatorial Guinea,1
2013 Q1,Eritrea,0
2013 Q1,Estonia,0
2013 Q1,Ethiopia,16
2013 Q1,Falkland Islands (British),0
2013 Q1,Faroe Islands,0
2013 Q1,Fiji,0
2013 Q1,Finland,0
2013 Q1,Former Yugoslavia,0
2013 Q1,France,0
2013 Q1,French Guiana,0
2013 Q1,French Polynesia,0
2013 Q1,Gabon,2
2013 Q1,"Gambia, The",16
2013 Q1,Georgia,19
2013 Q1,Germany,0
2013 Q1,Ghana,202
2013 Q1,Gibraltar (British),0
2013 Q1,Greece,0
2013 Q1,Greenland,0
2013 Q1,Grenada,5
2013 Q1,Guadeloupe,0
2013 Q1,Guam,0
2013 Q1,Guatemala,1
2013 Q1,Guinea,2
2013 Q1,Guinea-Bissau,0
2013 Q1,Guyana,2
2013 Q1,Haiti,0
2013 Q1,Heard Island and McDonald Islands,0
2013 Q1,Honduras,0
2013 Q1,Hong Kong,208
2013 Q1,Hungary,0
2013 Q1,Iceland,0
2013 Q1,India,"2,191"
2013 Q1,Indonesia,122
2013 Q1,Iran,126
2013 Q1,Iraq,797
2013 Q1,Ireland,0
2013 Q1,Israel,8
2013 Q1,Italy,0
2013 Q1,Ivory Coast,14
2013 Q1,Jamaica,2
2013 Q1,Japan,331
2013 Q1,Jordan,101
2013 Q1,Kazakhstan,125
2013 Q1,Kenya,56
2013 Q1,Kiribati,0
2013 Q1,Korea (North),0
2013 Q1,Korea (South),223
2013 Q1,Kosovo,0
2013 Q1,Kuwait,147
2013 Q1,Kyrgyzstan,2
2013 Q1,Laos,4
2013 Q1,Latvia,0
2013 Q1,Lebanon,47
2013 Q1,Lesotho,0
2013 Q1,Liberia,1
2013 Q1,Libya,582
2013 Q1,Liechtenstein,0
2013 Q1,Lithuania,0
2013 Q1,Luxembourg,0
2013 Q1,Macau,7
2013 Q1,Macedonia,2
2013 Q1,Madagascar,1
2013 Q1,Malawi,16
2013 Q1,Malaysia,566
2013 Q1,Maldives,5
2013 Q1,Mali,4
2013 Q1,Malta,0
2013 Q1,Marshall Islands,0
2013 Q1,Martinique,0
2013 Q1,Mauritania,3
2013 Q1,Mauritius,27
2013 Q1,Mayotte,0
2013 Q1,Mexico,64
2013 Q1,Micronesia,0
2013 Q1,Moldova,0
2013 Q1,Monaco,0
2013 Q1,Mongolia,15
2013 Q1,Montenegro,4
2013 Q1,Montserrat (British),0
2013 Q1,Morocco,79
2013 Q1,Mozambique,3
2013 Q1,Namibia,7
2013 Q1,Nauru,0
2013 Q1,Nepal,89
2013 Q1,Netherlands,0
2013 Q1,Netherlands Antilles,0
2013 Q1,New Caledonia,0
2013 Q1,New Zealand,13
2013 Q1,Nicaragua,0
2013 Q1,Niger,3
2013 Q1,Nigeria,"2,066"
2013 Q1,Niue,0
2013 Q1,Norfolk Island,0
2013 Q1,Northern Mariana Islands,0
2013 Q1,Norway,0
2013 Q1,Occupied Palestinian Territories,21
2013 Q1,Oman,247
2013 Q1,Other and unknown,9
2013 Q1,Pakistan,"1,114"
2013 Q1,Palau,0
2013 Q1,Panama,7
2013 Q1,Papua New Guinea,0
2013 Q1,Paraguay,0
2013 Q1,Peru,9
2013 Q1,Philippines,36
2013 Q1,Pitcairn Islands (British),0
2013 Q1,Poland,0
2013 Q1,Portugal,0
2013 Q1,Puerto Rico,0
2013 Q1,Qatar,174
2013 Q1,Refugee,2
2013 Q1,Reunion,0
2013 Q1,Romania,0
2013 Q1,Russia,195
2013 Q1,Rwanda,5
2013 Q1,Samoa,0
2013 Q1,San Marino,0
2013 Q1,Sao Tome and Principe,0
2013 Q1,Saudi Arabia,"1,488"
2013 Q1,Senegal,18
2013 Q1,Serbia,17
2013 Q1,Serbia and Montenegro,0
2013 Q1,Seychelles,2
2013 Q1,Sierra Leone,10
2013 Q1,Singapore,83
2013 Q1,Slovakia,0
2013 Q1,Slovenia,0
2013 Q1,Solomon Islands,1
2013 Q1,Somalia,0
2013 Q1,South Africa,28
2013 Q1,South Georgia and South Sandwich Islands,0
2013 Q1,Spain,0
2013 Q1,Sri Lanka,189
2013 Q1,St. Helena (British),0
2013 Q1,St. Kitts and Nevis,0
2013 Q1,St. Lucia,2
2013 Q1,St. Maarten (Dutch Part),0
2013 Q1,St. Martin (French Part),0
2013 Q1,St. Pierre and Miquelon,0
2013 Q1,St. Vincent and the Grenadines,1
2013 Q1,Stateless,0
2013 Q1,Sudan,26
2013 Q1,Sudan (South),4
2013 Q1,Surinam,0
2013 Q1,Svalbard and Jan Mayen,0
2013 Q1,Swaziland,1
2013 Q1,Sweden,0
2013 Q1,Switzerland,0
2013 Q1,Syria,24
2013 Q1,Taiwan,130
2013 Q1,Tajikistan,2
2013 Q1,Tanzania,65
2013 Q1,Thailand,341
2013 Q1,Togo,0
2013 Q1,Tokelau,0
2013 Q1,Tonga,1
2013 Q1,Trinidad and Tobago,25
2013 Q1,Tunisia,14
2013 Q1,Turkey,259
2013 Q1,Turkmenistan,15
2013 Q1,Turks and Caicos Islands (British),0
2013 Q1,Tuvalu,0
2013 Q1,Uganda,41
2013 Q1,Ukraine,57
2013 Q1,United Arab Emirates,144
2013 Q1,United States,693
2013 Q1,Uruguay,2
2013 Q1,Uzbekistan,44
2013 Q1,Vanuatu,0
2013 Q1,Vatican City,0
2013 Q1,Venezuela,10
2013 Q1,Vietnam,361
2013 Q1,Virgin Islands (British),0
2013 Q1,Virgin Islands (US),0
2013 Q1,Wallis and Futuna,0
2013 Q1,Western Sahara,0
2013 Q1,Yemen,13
2013 Q1,Zambia,57
2013 Q1,Zimbabwe,34
2013 Q2,Afghanistan,14
2013 Q2,Albania,9
2013 Q2,Algeria,16
2013 Q2,American Samoa,0
2013 Q2,Andorra,1
2013 Q2,Angola,15
2013 Q2,Anguilla (British),0
2013 Q2,Antigua and Barbuda,0
2013 Q2,Argentina,7
2013 Q2,Armenia,8
2013 Q2,Aruba,0
2013 Q2,Australia,107
2013 Q2,Austria,0
2013 Q2,Azerbaijan,21
2013 Q2,"Bahamas, The",2
2013 Q2,Bahrain,29
2013 Q2,Bangladesh,251
2013 Q2,Barbados,8
2013 Q2,Belarus,11
2013 Q2,Belgium,0
2013 Q2,Belize,0
2013 Q2,Benin,0
2013 Q2,Bermuda (British),0
2013 Q2,Bhutan,0
2013 Q2,Bolivia,1
2013 Q2,"Bonaire, Sint Eustatius and Saba",0
2013 Q2,Bosnia and Herzegovina,3
2013 Q2,Botswana,6
2013 Q2,Brazil,407
2013 Q2,British overseas citizens,0
2013 Q2,Brunei,24
2013 Q2,Bulgaria,0
2013 Q2,Burkina,0
2013 Q2,Burma,11
2013 Q2,Burundi,2
2013 Q2,Cambodia,4
2013 Q2,Cameroon,67
2013 Q2,Canada,180
2013 Q2,Cape Verde,0
2013 Q2,Cayman Islands (British),0
2013 Q2,Central African Republic,0
2013 Q2,Chad,0
2013 Q2,Chile,82
2013 Q2,China,"16,096"
2013 Q2,Christmas Island,0
2013 Q2,Cocos (Keeling) Islands,0
2013 Q2,Colombia,127
2013 Q2,Comoros,1
2013 Q2,Congo,0
2013 Q2,Congo (Democratic Republic),1
2013 Q2,Cook Islands,0
2013 Q2,Costa Rica,3
2013 Q2,Croatia,2
2013 Q2,Cuba,0
2013 Q2,Curacao,0
2013 Q2,Cyprus,0
2013 Q2,Cyprus (Northern part of),0
2013 Q2,Czech Republic,0
2013 Q2,Denmark,0
2013 Q2,Djibouti,0
2013 Q2,Dominica,0
2013 Q2,Dominican Republic,0
2013 Q2,East Timor,0
2013 Q2,Ecuador,17
2013 Q2,Egypt,86
2013 Q2,El Salvador,0
2013 Q2,Equatorial Guinea,0
2013 Q2,Eritrea,0
2013 Q2,Estonia,0
2013 Q2,Ethiopia,11
2013 Q2,Falkland Islands (British),0
2013 Q2,Faroe Islands,0
2013 Q2,Fiji,0
2013 Q2,Finland,0
2013 Q2,Former Yugoslavia,0
2013 Q2,France,0
2013 Q2,French Guiana,0
2013 Q2,French Polynesia,0
2013 Q2,Gabon,3
2013 Q2,"Gambia, The",8
2013 Q2,Georgia,9
2013 Q2,Germany,0
2013 Q2,Ghana,78
2013 Q2,Gibraltar (British),0
2013 Q2,Greece,0
2013 Q2,Greenland,0
2013 Q2,Grenada,1
2013 Q2,Guadeloupe,0
2013 Q2,Guam,0
2013 Q2,Guatemala,1
2013 Q2,Guinea,0
2013 Q2,Guinea-Bissau,0
2013 Q2,Guyana,1
2013 Q2,Haiti,0
2013 Q2,Heard Island and McDonald Islands,0
2013 Q2,Honduras,3
2013 Q2,Hong Kong,535
2013 Q2,Hungary,0
2013 Q2,Iceland,0
2013 Q2,India,743
2013 Q2,Indonesia,92
2013 Q2,Iran,70
2013 Q2,Iraq,628
2013 Q2,Ireland,0
2013 Q2,Israel,15
2013 Q2,Italy,0
2013 Q2,Ivory Coast,3
2013 Q2,Jamaica,4
2013 Q2,Japan,608
2013 Q2,Jordan,68
2013 Q2,Kazakhstan,76
2013 Q2,Kenya,24
2013 Q2,Kiribati,0
2013 Q2,Korea (North),0
2013 Q2,Korea (South),494
2013 Q2,Kosovo,0
2013 Q2,Kuwait,140
2013 Q2,Kyrgyzstan,6
2013 Q2,Laos,7
2013 Q2,Latvia,0
2013 Q2,Lebanon,12
2013 Q2,Lesotho,1
2013 Q2,Liberia,2
2013 Q2,Libya,583
2013 Q2,Liechtenstein,0
2013 Q2,Lithuania,0
2013 Q2,Luxembourg,0
2013 Q2,Macau,13
2013 Q2,Macedonia,1
2013 Q2,Madagascar,3
2013 Q2,Malawi,20
2013 Q2,Malaysia,368
2013 Q2,Maldives,3
2013 Q2,Mali,0
2013 Q2,Malta,0
2013 Q2,Marshall Islands,0
2013 Q2,Martinique,0
2013 Q2,Mauritania,0
2013 Q2,Mauritius,20
2013 Q2,Mayotte,0
2013 Q2,Mexico,79
2013 Q2,Micronesia,0
2013 Q2,Moldova,2
2013 Q2,Monaco,1
2013 Q2,Mongolia,8
2013 Q2,Montenegro,2
2013 Q2,Montserrat (British),0
2013 Q2,Morocco,28
2013 Q2,Mozambique,7
2013 Q2,Namibia,4
2013 Q2,Nauru,0
2013 Q2,Nepal,46
2013 Q2,Netherlands,0
2013 Q2,Netherlands Antilles,0
2013 Q2,New Caledonia,0
2013 Q2,New Zealand,27
2013 Q2,Nicaragua,1
2013 Q2,Niger,1
2013 Q2,Nigeria,710
2013 Q2,Niue,0
2013 Q2,Norfolk Island,0
2013 Q2,Northern Mariana Islands,0
2013 Q2,Norway,0
2013 Q2,Occupied Palestinian Territories,18
2013 Q2,Oman,256
2013 Q2,Other and unknown,2
2013 Q2,Pakistan,457
2013 Q2,Palau,0
2013 Q2,Panama,0
2013 Q2,Papua New Guinea,0
2013 Q2,Paraguay,0
2013 Q2,Peru,11
2013 Q2,Philippines,25
2013 Q2,Pitcairn Islands (British),0
2013 Q2,Poland,0
2013 Q2,Portugal,0
2013 Q2,Puerto Rico,0
2013 Q2,Qatar,73
2013 Q2,Refugee,1
2013 Q2,Reunion,0
2013 Q2,Romania,0
2013 Q2,Russia,375
2013 Q2,Rwanda,10
2013 Q2,Samoa,0
2013 Q2,San Marino,0
2013 Q2,Sao Tome and Principe,0
2013 Q2,Saudi Arabia,968
2013 Q2,Senegal,5
